id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
wk1z0tt3bl,2011-09-15,20110915090210,2011-09-27,MALE,32.0,basic,0,en,other,craigslist,omg,Web,Mac Desktop,Safari,US
ax61yt0vnk,2011-09-15,20110915113423,2011-09-15,FEMALE,36.0,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,US
gfzdg3sj0g,2011-09-15,20110915115948,2011-09-15,-unknown-,,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,US
k98e6ti6el,2011-09-15,20110915141849,2012-05-14,FEMALE,37.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
wwol7m5khm,2011-09-15,20110915144214,2011-10-26,FEMALE,22.0,facebook,2,it,sem-brand,google,untracked,Web,Mac Desktop,Firefox,GB
fbdenenk7y,2011-09-15,20110915144421,,FEMALE,35.0,basic,3,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,NDF
a8q6umlzan,2011-09-15,20110915150018,2011-09-18,-unknown-,42.0,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,US
ep8hx4h0j0,2011-09-15,20110915151058,,MALE,61.0,facebook,0,en,content,facebook,,Web,Other/Unknown,-unknown-,NDF
iv2thwzqj7,2011-09-15,20110915155208,,MALE,40.0,facebook,3,en,sem-brand,google,linked,Web,iPad,Mobile Safari,NDF
gn80ggz700,2011-09-15,20110915162727,2011-09-16,FEMALE,23.0,basic,3,en,seo,google,omg,Web,Mac Desktop,Chrome,US
3zg7avyc3w,2011-09-15,20110915163845,,FEMALE,24.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
uv7mvhyrbc,2011-09-15,20110915165640,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,NDF
8098zz1sgu,2011-09-15,20110915171810,2011-09-16,FEMALE,36.0,basic,2,en,seo,google,untracked,Web,Mac Desktop,Safari,US
kwhuhvhkad,2011-09-15,20110915172150,,FEMALE,42.0,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
h584e4zp3g,2011-09-15,20110915174312,2011-09-17,-unknown-,41.0,basic,3,en,sem-brand,bing,untracked,Web,Mac Desktop,Safari,US
otqbt88e74,2011-09-15,20110915174511,2011-09-19,-unknown-,46.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
n1kxaao78j,2011-09-15,20110915175519,,MALE,28.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
yt1d7n8olt,2011-09-15,20110915182504,,MALE,24.0,facebook,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3rtrn7yqer,2011-09-15,20110915183450,,MALE,35.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
duq5rcgexr,2011-09-15,20110915183926,,MALE,29.0,facebook,0,en,remarketing,google,linked,Web,Windows Desktop,Chrome,NDF
jhear2lc4c,2011-09-15,20110915190738,2011-09-25,-unknown-,,basic,0,en,other,other,omg,Web,Mac Desktop,Safari,US
26r0wi7zc9,2011-09-15,20110915190846,2011-10-22,FEMALE,24.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,FR
c9a3kcxarx,2011-09-15,20110915191756,,-unknown-,54.0,facebook,0,en,sem-non-brand,google,product,Web,Windows Desktop,Firefox,NDF
jgrkhnhfp9,2011-09-15,20110915193731,2012-07-17,FEMALE,63.0,basic,2,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,US
l83358rpg5,2011-09-15,20110915200115,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
c923h58k46,2011-09-15,20110915201104,,MALE,24.0,facebook,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF
wi1ya7uszo,2011-09-15,20110915210646,2011-11-08,-unknown-,33.0,basic,0,es,direct,direct,untracked,Web,Desktop (Other),Chromium,other
3j8l3iun6f,2011-09-15,20110915211310,2011-09-21,MALE,73.0,basic,2,en,sem-non-brand,vast,untracked,Web,Mac Desktop,Safari,IT
cuyus1jufv,2011-09-15,20110915211445,,MALE,33.0,basic,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
2lmy8sfn3p,2011-09-15,20110915212540,,FEMALE,32.0,facebook,2,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,NDF
c98d58ez3g,2011-09-15,20110915213437,2011-09-17,-unknown-,,basic,2,en,sem-brand,bing,,Web,Other/Unknown,-unknown-,US
w0o5ta81gh,2011-09-15,20110915213454,,MALE,36.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
r4rkfwyk1m,2011-09-15,20110915214908,2012-01-30,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,US
5459tl6srv,2011-09-15,20110915215215,2011-09-22,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,US
hba4ugph88,2011-09-15,20110915222259,2011-09-26,MALE,33.0,facebook,0,en,other,craigslist,untracked,Web,Mac Desktop,Chrome,US
lav9y6upkk,2011-09-15,20110915223104,,FEMALE,25.0,facebook,2,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
6n82gc6d4e,2011-09-15,20110915230355,2011-09-17,MALE,47.0,facebook,2,en,other,other,untracked,Web,Mac Desktop,Safari,US
vfhbgtfksj,2011-09-15,20110915231319,2011-09-15,FEMALE,40.0,facebook,3,en,other,craigslist,linked,Web,Mac Desktop,Safari,US
tfauoulqem,2011-09-15,20110915231624,2011-09-16,MALE,31.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
3n2ehs23gy,2011-09-15,20110915231638,,-unknown-,,basic,3,en,other,craigslist,untracked,Web,Android Phone,Chrome Mobile,NDF
f2f2g77h26,2011-09-15,20110915232517,,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
mvuhpy0ppq,2011-09-15,20110915232942,,MALE,38.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
aou8qahc63,2011-09-15,20110915233419,2011-09-16,MALE,57.0,basic,3,en,direct,direct,omg,Web,Mac Desktop,Safari,FR
iccwiyuq1o,2011-09-15,20110915233541,,MALE,23.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
xb7oxi5jd2,2011-09-15,20110915234926,,MALE,30.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
gbbox7wlno,2011-09-16,20110916003835,,MALE,34.0,facebook,0,en,sem-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
7pimd5bzxi,2011-09-16,20110916010637,,FEMALE,37.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
5u52e9lm0i,2011-09-16,20110916012431,2011-09-17,-unknown-,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,IE,US
3pphrhzmvf,2011-09-16,20110916012631,,FEMALE,34.0,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
mjkzjpmdhn,2011-09-16,20110916015953,,MALE,37.0,facebook,2,en,seo,google,untracked,Web,Android Phone,Chrome Mobile,NDF
drhyba2of5,2011-09-16,20110916020335,,FEMALE,37.0,basic,0,en,sem-brand,google,,Web,Other/Unknown,-unknown-,NDF
mvbmn7jz1y,2011-09-16,20110916021105,,MALE,32.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
qqied47f9u,2011-09-16,20110916021811,,MALE,39.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
c188ivmaku,2011-09-16,20110916024040,,FEMALE,31.0,facebook,2,en,other,other,linked,Web,Windows Desktop,Chrome,NDF
4hi98qbw3d,2011-09-16,20110916025739,,MALE,60.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
v73mpcghhn,2011-09-16,20110916030907,,-unknown-,29.0,basic,2,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
eep0yae6oy,2011-09-16,20110916034526,,FEMALE,,basic,0,en,sem-brand,google,linked,Web,SmartPhone (Other),IE Mobile,NDF
r2a88mn161,2011-09-16,20110916035417,2011-09-16,FEMALE,36.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
l2ufconsrs,2011-09-16,20110916042146,2011-09-23,FEMALE,26.0,facebook,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Chrome,FR
lh3xzoykge,2011-09-16,20110916045205,2011-09-18,MALE,29.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
5oozsh11eu,2011-09-16,20110916045324,,FEMALE,31.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
7vytucldi1,2011-09-16,20110916045644,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
gg9luoy9ps,2011-09-16,20110916054917,,-unknown-,,basic,2,en,direct,direct,untracked,Web,iPad,-unknown-,NDF
6pcude2ihm,2011-09-16,20110916062633,,FEMALE,53.0,facebook,2,en,sem-brand,bing,linked,Web,iPad,Mobile Safari,NDF
zuxy3ij0hz,2011-09-16,20110916063203,2011-09-16,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
uhsmtbzv6k,2011-09-16,20110916070517,,MALE,40.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
p136lt3ao8,2011-09-16,20110916072700,2012-05-19,-unknown-,55.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Firefox,US
klrdcbcrw3,2011-09-16,20110916074108,,MALE,36.0,facebook,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
479bddiy8i,2011-09-16,20110916074314,,MALE,50.0,facebook,3,en,sem-non-brand,google,tracked-other,Web,Mac Desktop,Safari,NDF
h2tigkzuel,2011-09-16,20110916080931,2011-09-18,MALE,59.0,basic,2,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
59hkjgvu0e,2011-09-16,20110916082632,,MALE,44.0,facebook,0,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
lg15s7w17c,2011-09-16,20110916084616,,MALE,23.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
vmmc7p40ho,2011-09-16,20110916084805,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,iPad,-unknown-,NDF
hewg8urcup,2011-09-16,20110916092002,,MALE,29.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
cefo9nz9r4,2011-09-16,20110916093034,2011-09-23,-unknown-,48.0,basic,2,en,direct,direct,omg,Web,Windows Desktop,Firefox,US
qfvn0y3bd3,2011-09-16,20110916103951,2011-09-16,MALE,34.0,facebook,3,en,direct,direct,linked,Web,Windows Desktop,Firefox,other
dbtzc8ahj0,2011-09-16,20110916111411,,FEMALE,30.0,facebook,3,it,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
shdk60s16i,2011-09-16,20110916121752,,FEMALE,28.0,basic,0,en,other,craigslist,untracked,Web,Mac Desktop,Safari,NDF
lpn0gscrz0,2011-09-16,20110916124618,2011-09-17,MALE,50.0,facebook,3,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT
iwwyhyuetp,2011-09-16,20110916132444,2011-09-17,-unknown-,,basic,0,en,other,other,untracked,Web,Mac Desktop,Firefox,US
brt5co9p6v,2011-09-16,20110916145450,,-unknown-,,basic,3,en,sem-non-brand,google,untracked,Web,Windows Desktop,AOL Explorer,NDF
efdioo4xa2,2011-09-16,20110916160357,2012-01-17,FEMALE,25.0,basic,0,en,content,facebook,untracked,Web,Mac Desktop,Firefox,US
zpfakzx052,2011-09-16,20110916162743,2011-09-19,-unknown-,28.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
8zgxq5o5ud,2011-09-16,20110916163008,2011-09-19,MALE,,basic,2,en,other,craigslist,untracked,Web,Windows Desktop,Firefox,DE
xh5itm409x,2011-09-16,20110916163808,,MALE,47.0,facebook,2,en,other,other,,Web,Other/Unknown,-unknown-,NDF
svpunmq1oj,2011-09-16,20110916172147,2011-09-16,MALE,,basic,2,en,other,craigslist,untracked,Web,Mac Desktop,Safari,US
ouy3rc7u2w,2011-09-16,20110916173604,,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
mn46u4937p,2011-09-16,20110916174048,2012-07-15,MALE,28.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
i289b7q5qj,2011-09-16,20110916175812,2011-09-28,FEMALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,FR
5la6vwvirl,2011-09-16,20110916182115,,FEMALE,68.0,basic,2,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,NDF
o200s7s5zt,2011-09-16,20110916182142,,FEMALE,48.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
oiav2ber7w,2011-09-16,20110916185723,,FEMALE,29.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
qyzgod5c2o,2011-09-16,20110916185930,2011-10-01,-unknown-,67.0,facebook,2,en,remarketing,google,tracked-other,Web,Windows Desktop,Chrome,FR
n76g0jsj6p,2011-09-16,20110916193331,,FEMALE,27.0,facebook,2,en,sem-non-brand,google,untracked,Web,iPhone,Mobile Safari,NDF
6f4o4rxmk4,2011-09-16,20110916195707,2011-09-18,-unknown-,87.0,basic,3,en,sem-non-brand,google,untracked,Web,Mac Desktop,Firefox,ES
dfo2vexmz8,2011-09-16,20110916203251,,MALE,23.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
5v7at3no5x,2011-09-16,20110916203905,2011-09-26,-unknown-,,basic,2,en,seo,google,untracked,Web,iPhone,Mobile Safari,US
s4zvh4oami,2011-09-16,20110916205153,2012-02-23,FEMALE,32.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,FR
oyq2rqps0r,2011-09-16,20110916210835,,FEMALE,60.0,facebook,0,en,remarketing,google,tracked-other,Web,Mac Desktop,Safari,NDF
13jds1usap,2011-09-16,20110916212910,,-unknown-,,basic,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
vrnr88c1tg,2011-09-16,20110916213452,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
tjiymt0utn,2011-09-16,20110916213819,2011-09-18,FEMALE,31.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
dhcbiex8gs,2011-09-16,20110916221323,,FEMALE,23.0,basic,2,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
sio6v0drel,2011-09-16,20110916223115,2011-09-17,FEMALE,2014.0,facebook,2,en,remarketing,google,untracked,Web,iPad,Mobile Safari,US
3em0ft6m8t,2011-09-16,20110916224602,,-unknown-,27.0,facebook,2,en,content,facebook,,Web,Other/Unknown,-unknown-,NDF
parzt4hx34,2011-09-16,20110916230506,,MALE,35.0,facebook,0,en,other,other,untracked,Web,Mac Desktop,Firefox,NDF
panvmi91lh,2011-09-17,20110917001820,2011-09-30,FEMALE,36.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
ij4mdrov3u,2011-09-17,20110917001835,,MALE,80.0,basic,2,en,sem-brand,google,linked,Web,Windows Desktop,IE,NDF
j7pjvduw54,2011-09-17,20110917003251,,-unknown-,,basic,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Chrome,NDF
29ys260xpa,2011-09-17,20110917013400,,FEMALE,,basic,2,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
ox1lr3qj1v,2011-09-17,20110917015753,2011-09-21,MALE,53.0,facebook,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
85ieyv63cy,2011-09-17,20110917015904,,MALE,47.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
cjk4ir2uir,2011-09-17,20110917020118,,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
8fa99tybx0,2011-09-17,20110917020655,2012-03-28,MALE,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,FR
32gioj6o3e,2011-09-17,20110917022906,,FEMALE,28.0,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
3eso3tijgn,2011-09-17,20110917024010,2011-09-17,-unknown-,40.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
cb8s37u56o,2011-09-17,20110917030839,2011-10-14,MALE,32.0,facebook,2,en,direct,direct,untracked,Web,iPad,Mobile Safari,US
d79i1g1vck,2011-09-17,20110917032007,2011-11-08,MALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
0frmm9pwza,2011-09-17,20110917033206,,MALE,41.0,basic,3,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
7ezpbef7v4,2011-09-17,20110917034515,,FEMALE,24.0,basic,0,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
ahek2rv6bg,2011-09-17,20110917044300,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Android Phone,-unknown-,NDF
q4j7lcfru8,2011-09-17,20110917050700,,FEMALE,48.0,facebook,2,en,other,craigslist,tracked-other,Web,Windows Desktop,Firefox,NDF
a1e4qe3a7a,2011-09-17,20110917051859,2011-10-04,FEMALE,39.0,basic,0,en,seo,google,untracked,Web,Windows Desktop,IE,US
xooejzk0k1,2011-09-17,20110917055815,2011-09-18,FEMALE,60.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US
vpc4wb1t29,2011-09-17,20110917060737,2011-10-07,MALE,26.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
qcw024z4k9,2011-09-17,20110917061413,2011-11-29,MALE,29.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
c1u2bivsxe,2011-09-17,20110917063415,,FEMALE,35.0,facebook,2,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
4psqmji62u,2011-09-17,20110917065618,2011-09-18,-unknown-,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,FR
r4ckhx4qwm,2011-09-17,20110917075840,2011-12-21,FEMALE,31.0,basic,3,en,sem-non-brand,bing,linked,Web,iPad,Mobile Safari,other
saypp0hfl8,2011-09-17,20110917094549,2011-09-17,MALE,27.0,basic,3,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US
sd8730l3vz,2011-09-17,20110917111721,2011-09-17,FEMALE,38.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,ES
gj79z2s4g4,2011-09-17,20110917131429,,MALE,115.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
1z0xzgjonq,2011-09-17,20110917140927,,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF
8i1777r3ud,2011-09-17,20110917144536,2012-01-22,MALE,25.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
5fagr7ktcp,2011-09-17,20110917150752,2011-09-19,MALE,38.0,basic,3,en,sem-brand,google,untracked,Web,Mac Desktop,Firefox,US
a6ifytj0ej,2011-09-17,20110917154114,2011-09-17,FEMALE,62.0,facebook,0,en,direct,direct,,Web,Other/Unknown,-unknown-,US
e1kkfjg7ff,2011-09-17,20110917160932,,MALE,49.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
ewum4bocjt,2011-09-17,20110917175351,,MALE,30.0,facebook,0,sv,direct,direct,omg,Web,iPad,Mobile Safari,NDF
qwp9wz3u24,2011-09-17,20110917181930,,-unknown-,,basic,0,en,seo,google,untracked,Web,Mac Desktop,Firefox,NDF
y0qdf1o212,2011-09-17,20110917182627,2011-12-28,MALE,48.0,facebook,0,en,seo,google,tracked-other,Web,Mac Desktop,Safari,other
59xut9710t,2011-09-17,20110917182952,2011-09-19,FEMALE,95.0,facebook,0,en,sem-non-brand,google,untracked,Web,Mac Desktop,Safari,US
xhvawmtg2k,2011-09-17,20110917193002,2012-01-28,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
d2uotusx57,2011-09-17,20110917202151,,FEMALE,31.0,facebook,0,en,content,google,untracked,Web,iPhone,Mobile Safari,NDF
w8l0tk002r,2011-09-17,20110917210615,2011-12-05,MALE,44.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
ox0gu4jltr,2011-09-17,20110917211059,,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
dppbspkl47,2011-09-17,20110917213229,2011-09-19,FEMALE,38.0,basic,2,en,other,other,untracked,Web,Windows Desktop,Firefox,US
96wgnrd43w,2011-09-17,20110917220756,,-unknown-,,basic,2,en,sem-brand,google,untracked,Web,iPhone,-unknown-,NDF
uaole6wcy2,2011-09-17,20110917231148,,-unknown-,,basic,0,es,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
oaftqnnz0y,2011-09-17,20110917234742,2012-02-20,FEMALE,31.0,basic,2,en,direct,direct,omg,Web,Mac Desktop,Safari,FR
cljq26a8px,2011-09-18,20110918000221,2011-09-18,-unknown-,,basic,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
pcgtyw5gq9,2011-09-18,20110918003906,,MALE,26.0,facebook,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
4fa6yq4xf7,2011-09-18,20110918012017,2011-09-20,FEMALE,66.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
d4xg3ur8ft,2011-09-18,20110918013824,,MALE,44.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
32honfh0wx,2011-09-18,20110918014006,,MALE,,basic,0,en,other,other,linked,Web,Windows Desktop,Chrome,NDF
pjdd41e03r,2011-09-18,20110918014947,,FEMALE,31.0,basic,2,en,other,craigslist,linked,Web,Mac Desktop,Chrome,NDF
dadf921bkf,2011-09-18,20110918022043,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
n0kyjrytsc,2011-09-18,20110918023308,2011-09-20,-unknown-,65.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
br49nm7nwo,2011-09-18,20110918024326,,MALE,52.0,facebook,0,en,direct,direct,untracked,Web,iPad,-unknown-,NDF
apajg5983r,2011-09-18,20110918025411,2011-09-29,FEMALE,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Firefox,US
y2ztbtcuey,2011-09-18,20110918044243,2011-10-21,FEMALE,38.0,basic,2,en,direct,direct,untracked,Web,Windows Desktop,Chrome,GB
cyqu61nuj7,2011-09-18,20110918045155,,-unknown-,,basic,1,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
njs3qgxsq7,2011-09-18,20110918045319,,MALE,35.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
f9pkjyve6x,2011-09-18,20110918054624,2012-08-09,-unknown-,,basic,3,en,direct,direct,linked,Web,Mac Desktop,Safari,other
bbrgxbmp5m,2011-09-18,20110918061005,,FEMALE,43.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
eqsb7cgl8y,2011-09-18,20110918075107,2011-09-24,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,PT
4wuiot2uo1,2011-09-18,20110918082925,,MALE,37.0,facebook,2,en,direct,direct,omg,Web,Windows Desktop,Chrome,NDF
x5siwbz0qu,2011-09-18,20110918084724,,FEMALE,35.0,facebook,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
7a52vbivn0,2011-09-18,20110918151420,,MALE,32.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
lbju4gdpzu,2011-09-18,20110918152034,,-unknown-,,basic,2,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
zz01zezai6,2011-09-18,20110918152751,,FEMALE,38.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
rodst5rumy,2011-09-18,20110918155453,2011-09-21,-unknown-,,basic,6,en,direct,other,,Web,Other/Unknown,-unknown-,FR
yho1dq8fmj,2011-09-18,20110918163005,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
g0sz8671x9,2011-09-18,20110918164615,2011-09-19,FEMALE,64.0,facebook,3,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,US
et6dvkzgl4,2011-09-18,20110918170730,2011-09-21,MALE,27.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
iude6jzsji,2011-09-18,20110918171203,,MALE,34.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF
tsc74hry5r,2011-09-18,20110918173919,,-unknown-,,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
r3izl5kqe0,2011-09-18,20110918174545,2011-09-18,FEMALE,30.0,basic,3,en,other,craigslist,tracked-other,Web,Mac Desktop,Firefox,US
js1v6h2eza,2011-09-18,20110918181035,2011-10-06,FEMALE,38.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Chrome,US
tq4gjbu8c6,2011-09-18,20110918181455,,MALE,26.0,facebook,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
7ghciglv0y,2011-09-18,20110918182724,2011-09-28,FEMALE,36.0,facebook,2,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
7b6y8wv9vj,2011-09-18,20110918182750,2011-09-21,FEMALE,33.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,US
mtcdz25boo,2011-09-18,20110918183834,,MALE,,basic,2,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
dhff32jhov,2011-09-18,20110918184405,2012-05-13,FEMALE,35.0,basic,3,en,direct,direct,omg,Web,Windows Desktop,Firefox,US
y5oxb61wet,2011-09-18,20110918184625,,-unknown-,,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,NDF
pmt3fi8u3z,2011-09-18,20110918191022,2011-09-21,FEMALE,42.0,basic,2,en,direct,direct,linked,Web,Mac Desktop,Safari,other
8e0qcvrxca,2011-09-18,20110918195712,2011-09-26,-unknown-,65.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US
qp6ojkoi3u,2011-09-18,20110918203404,,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
33sxpb6x9j,2011-09-18,20110918204212,2011-10-07,FEMALE,55.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Safari,US
6ghu6jfs2n,2011-09-18,20110918205434,,MALE,64.0,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,NDF
go1i35lfon,2011-09-18,20110918205510,,FEMALE,52.0,basic,0,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
8aeax3zvhz,2011-09-18,20110918210018,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
vviijtje68,2011-09-18,20110918210916,,FEMALE,34.0,facebook,2,en,other,craigslist,linked,Web,Windows Desktop,IE,NDF
sj0mvdfiya,2011-09-18,20110918212423,2012-07-24,FEMALE,32.0,basic,3,en,direct,direct,untracked,Web,Mac Desktop,Safari,other
083xybxddz,2011-09-18,20110918215401,2011-09-22,MALE,40.0,basic,6,en,direct,other,untracked,Web,Mac Desktop,Safari,NL
uo052174sm,2011-09-18,20110918220730,2011-09-19,FEMALE,66.0,basic,2,en,seo,google,linked,Web,Mac Desktop,Safari,FR
